method,method_label,threat,receiver,bit_errors,total_bits,frame_errors,total_frames,collisions,active_symbols,mean_posterior,ber,ber_ci_low,ber_ci_high,bler,bler_ci_low,bler_ci_high,bler_boot_low,bler_boot_high,bler_upper_bound,zero_error,stats_sufficient,collision_rate,elapsed_s
bcd,Block-Cyclic Det.,delay_uniform,mixllr,30,4084000,11,2000,56315,4096000,0.04267467231495714,7.345739471106758e-06,5.145717254736721e-06,1.0486358839954098e-05,0.0055,0.0030738970095438656,0.009822062751615183,0.0025,0.0085,0.009822062751615183,False,False,0.013748779296875,27.064814750000096
bcd,Block-Cyclic Det.,oracle_best_lag,none,946,4084000,181,2000,15915,4096000,0.035316563176008606,0.0002316356513222331,0.00021733923802935167,0.00024687223982848815,0.0905,0.07869900861825241,0.10387105310509367,0.0785,0.104,0.10387105310509367,False,True,0.003885498046875,30.450661500000024
bcd,Block-Cyclic Det.,oracle_best_lag,brw,20,4084000,5,2000,15915,4096000,0.03537834662316109,4.897159647404505e-06,3.1703072657573274e-06,7.5646137878510814e-06,0.0025,0.0010683087284139381,0.005839153316432626,0.0005,0.0045,0.005839153316432626,False,False,0.003885498046875,30.482291084000053
bcd,Block-Cyclic Det.,oracle_best_lag,hard_tuned,75,4084000,19,2000,15915,4096000,0.035310289176445214,1.8364348677766895e-05,1.4651986816957582e-05,2.3017286962604097e-05,0.0095,0.0060902402286099255,0.014790383154299099,0.0055,0.014,0.014790383154299099,False,False,0.003885498046875,30.53837029200008
bcd,Block-Cyclic Det.,oracle_best_lag,oracle,0,4084000,0,2000,15915,4096000,0.035407184803319655,0.0,0.0,9.406109714435848e-07,0.0,0.0,0.0019170472812528286,0.0,0.0,0.0015,True,False,0.003885498046875,30.428667958999995
bcd,Block-Cyclic Det.,oracle_best_lag,mixllr,10,4084000,3,2000,15915,4096000,0.035391366423181525,2.4485798237022525e-06,1.3300656817467924e-06,4.5077003307792044e-06,0.0015,0.0005102635836384953,0.0044010325557705746,0.0,0.0035,0.0044010325557705746,False,False,0.003885498046875,28.454012082999952
bcd,Block-Cyclic Det.,causal_adaptive_lag,none,1028,4084000,197,2000,16191,4096000,0.03533850576028361,0.0002517140058765916,0.00023679166337817718,0.00026757648581653837,0.0985,0.08619980868374288,0.11233958028310315,0.0855,0.112,0.11233958028310315,False,True,0.003952880859375,29.52869262499985
bcd,Block-Cyclic Det.,causal_adaptive_lag,brw,18,4084000,8,2000,16191,4096000,0.035396733336154264,4.4074436826640546e-06,2.7880428997907274e-06,6.967447145601198e-06,0.004,0.002028246606965206,0.0078734642960376,0.0015,0.0065124999999999315,0.0078734642960376,False,False,0.003952880859375,29.57163795800011
bcd,Block-Cyclic Det.,causal_adaptive_lag,hard_tuned,73,4084000,23,2000,16191,4096000,0.03544622295204652,1.7874632713026444e-05,1.421770118940677e-05,2.247214158193842e-05,0.0115,0.007675227286212839,0.017197727907571177,0.007,0.0165,0.017197727907571177,False,False,0.003952880859375,29.938235124999892
bcd,Block-Cyclic Det.,causal_adaptive_lag,oracle,0,4084000,0,2000,16191,4096000,0.03536327858777969,0.0,0.0,9.406109714435848e-07,0.0,0.0,0.0019170472812528286,0.0,0.0,0.0015,True,False,0.003952880859375,29.73703562500009
bcd,Block-Cyclic Det.,causal_adaptive_lag,mixllr,5,4084000,3,2000,16191,4096000,0.035293473072303044,1.2242899118511262e-06,5.229435812639902e-07,2.8662449107208007e-06,0.0015,0.0005102635836384953,0.0044010325557705746,0.0,0.0035,0.0044010325557705746,False,False,0.003952880859375,27.416602750000038
bcd,Block-Cyclic Det.,candidate_aware,none,2012794,4084000,2000,2000,4096000,4096000,0.7727840922464226,0.4928486777668952,0.49236380859316264,0.4933335603938521,1.0,0.9980829527187471,1.0,1.0,1.0,1.0,False,True,1.0,29.414207999999917
bcd,Block-Cyclic Det.,candidate_aware,brw,2030015,4084000,2000,2000,4096000,4096000,0.772868895578948,0.49706537708129284,0.4965804626916811,0.4975502969915816,1.0,0.9980829527187471,1.0,1.0,1.0,1.0,False,True,1.0,29.626244042000053
bcd,Block-Cyclic Det.,candidate_aware,hard_tuned,2040518,4084000,2000,2000,4096000,4096000,0.7729873281051465,0.4996371204701273,0.4991521954367847,0.5001220461861269,1.0,0.9980829527187471,1.0,1.0,1.0,1.0,False,True,1.0,28.956812708000143
bcd,Block-Cyclic Det.,candidate_aware,oracle,2041398,4084000,2000,2000,4096000,4096000,0.7724966963309361,0.49985259549461314,0.499367670151954,0.500337521114573,1.0,0.9980829527187471,1.0,1.0,1.0,1.0,False,True,1.0,28.79933908399994
bcd,Block-Cyclic Det.,candidate_aware,mixllr,2031529,4084000,2000,2000,4096000,4096000,0.7726693280741322,0.4974360920666014,0.4969511753513305,0.4979210136051522,1.0,0.9980829527187471,1.0,1.0,1.0,1.0,False,True,1.0,27.359690541999953
sbs,Staggered Block-Shift,fixed_d1,none,955,4084000,189,2000,15872,4096000,0.03529512114002692,0.00023383937316356513,0.00021947296898613993,0.000249145948408674,0.0945,0.0824459344854889,0.10810879085960715,0.0815,0.107,0.10810879085960715,False,True,0.003875,30.709636958000146
sbs,Staggered Block-Shift,fixed_d1,brw,21,4084000,7,2000,15872,4096000,0.03537383373486539,5.142017629774731e-06,3.3633638488237777e-06,7.861272708892872e-06,0.0035,0.0016964316970424502,0.007207196253241609,0.0015,0.006,0.007207196253241609,False,False,0.003875,30.986407375
sbs,Staggered Block-Shift,fixed_d1,hard_tuned,42,4084000,13,2000,15872,4096000,0.035388393163644796,1.0284035259549461e-05,7.608801694174165e-06,1.3899860449815553e-05,0.0065,0.003802596494074206,0.011089529172522337,0.0035,0.01,0.011089529172522337,False,False,0.003875,30.96021633400005
sbs,Staggered Block-Shift,fixed_d1,oracle,0,4084000,0,2000,15872,4096000,0.03533076593789321,0.0,0.0,9.406109714435848e-07,0.0,0.0,0.0019170472812528286,0.0,0.0,0.0015,True,False,0.003875,30.843352542000048
sbs,Staggered Block-Shift,fixed_d1,mixllr,8,4084000,3,2000,15872,4096000,0.03533700346887087,1.958863858961802e-06,9.92605375116317e-07,3.865729629193197e-06,0.0015,0.0005102635836384953,0.0044010325557705746,0.0,0.0035,0.0044010325557705746,False,False,0.003875,28.69262875000004
sbs,Staggered Block-Shift,fixed_d3,none,246907,4084000,2000,2000,975546,4096000,0.20873123998272075,0.06045714985308521,0.06022641651323303,0.06068871007059193,1.0,0.9980829527187471,1.0,1.0,1.0,1.0,False,True,0.23817041015625,31.245440749999943
sbs,Staggered Block-Shift,fixed_d3,brw,19182,4084000,1716,2000,975546,4096000,0.2088469870155884,0.004696865817825661,0.004631018884780528,0.004763644525995199,0.858,0.8420154493218237,0.8726119448247993,0.843,0.874,0.8726119448247993,False,True,0.23817041015625,31.399403124999935
sbs,Staggered Block-Shift,fixed_d3,hard_tuned,38788,4084000,1950,2000,975546,4096000,0.2086384113473832,0.009497551420176298,0.009403944372667354,0.009592081211654549,0.975,0.9671932285868023,0.9809855764960074,0.9679875,0.9815,0.9809855764960074,False,True,0.23817041015625,31.24965287499981
sbs,Staggered Block-Shift,fixed_d3,oracle,2140,4084000,662,2000,975546,4096000,0.20861183725044916,0.0005239960822722821,0.0005022659191488861,0.0005466658706141936,0.331,0.3107178169468391,0.3519301450342244,0.3105,0.3515,0.3519301450342244,False,True,0.23817041015625,31.08685483299996
sbs,Staggered Block-Shift,fixed_d3,mixllr,7416,4084000,1187,2000,975546,4096000,0.2089671959604876,0.0018158667972575906,0.0017750420263499412,0.0018576287630882192,0.5935,0.57181413751417,0.6148273746442358,0.5735,0.6140125,0.6148273746442358,False,True,0.23817041015625,29.165653958999883
sbs,Staggered Block-Shift,delay_uniform,none,69709,4084000,1968,2000,356757,4096000,0.09693516559020503,0.017068805093046032,0.01694363581768556,0.01719488286916727,0.984,0.977500533581828,0.9886437646499192,0.978,0.9895,0.9886437646499192,False,True,0.087098876953125,31.28955258299993
sbs,Staggered Block-Shift,delay_uniform,brw,5508,4084000,930,2000,356757,4096000,0.09696245098872872,0.0013486777668952007,0.0013135505934260938,0.0013847430141735422,0.465,0.44322864571722553,0.4869055475924622,0.443,0.4865,0.4869055475924622,False,True,0.087098876953125,31.246902458000022
sbs,Staggered Block-Shift,delay_uniform,hard_tuned,10630,4084000,1313,2000,356757,4096000,0.09702765478135224,0.0026028403525954944,0.0025538905343138935,0.002652725885328154,0.6565,0.6354057754606774,0.6769941887402904,0.6365,0.6765,0.6769941887402904,False,True,0.087098876953125,30.97724287500023
sbs,Staggered Block-Shift,delay_uniform,oracle,585,4084000,206,2000,356757,4096000,0.09683900556297187,0.00014324191968658178,0.00013209586548802886,0.00015532831538673584,0.103,0.0904307587152092,0.11709137682610554,0.0905,0.1175,0.11709137682610554,False,True,0.087098876953125,31.09118833299999
sbs,Staggered Block-Shift,delay_uniform,mixllr,1927,4084000,426,2000,356757,4096000,0.09680002365772047,0.0004718413320274241,0.0004512439088319313,0.000493378478556093,0.213,0.19561533085663496,0.23148505428280414,0.195,0.2295,0.23148505428280414,False,True,0.087098876953125,28.953229917000044
sbs,Staggered Block-Shift,oracle_best_lag,none,316844,4084000,2000,2000,1040571,4096000,0.22061862412340172,0.07758178256611166,0.0773227324858201,0.07784162730882292,1.0,0.9980829527187471,1.0,1.0,1.0,1.0,False,True,0.254045654296875,32.81121012499989
sbs,Staggered Block-Shift,oracle_best_lag,brw,28255,4084000,1894,2000,1040571,4096000,0.22066920516629251,0.006918462291870715,0.006838534708468995,0.006999317471080805,0.947,0.9362966169363571,0.9559895427942027,0.9365,0.9565,0.9559895427942027,False,True,0.254045654296875,32.8081071659999
sbs,Staggered Block-Shift,oracle_best_lag,hard_tuned,59000,4084000,1991,2000,1040571,4096000,0.22033744079723971,0.01444662095984329,0.014331351496896787,0.014562803856460887,0.9955,0.9914694867812405,0.9976307193630382,0.9925,0.998,0.9976307193630382,False,True,0.254045654296875,32.69278754100014
sbs,Staggered Block-Shift,oracle_best_lag,oracle,3761,4084000,958,2000,1040571,4096000,0.22047982439608388,0.0009209108716944172,0.0008919585242635111,0.0009508020976590277,0.479,0.45716748900568915,0.5009130269801234,0.4555,0.501,0.5009130269801234,False,True,0.254045654296875,32.731218791000174
sbs,Staggered Block-Shift,oracle_best_lag,mixllr,11228,4084000,1426,2000,1040571,4096000,0.22055872072541352,0.0027492654260528895,0.0026989483209073763,0.0028005179701914005,0.713,0.6927812162216582,0.732402121636528,0.6925,0.7320125,0.732402121636528,False,True,0.254045654296875,30.60298895799997
sbs,Staggered Block-Shift,causal_adaptive_lag,none,223111,4084000,2000,2000,879690,4096000,0.1914283049715033,0.05463050930460333,0.05441052181421848,0.054851334633846775,1.0,0.9980829527187471,1.0,1.0,1.0,1.0,False,True,0.21476806640625,31.64708100000007
sbs,Staggered Block-Shift,causal_adaptive_lag,brw,16991,4084000,1680,2000,879636,4096000,0.19141893591427037,0.004160381978452497,0.004098420511236892,0.004223276230037677,0.84,0.8232834601441396,0.8554129477046085,0.824,0.8555,0.8554129477046085,False,True,0.2147548828125,31.703749042000254
sbs,Staggered Block-Shift,causal_adaptive_lag,hard_tuned,34499,4084000,1951,2000,879636,4096000,0.19166081317464087,0.008447355533790401,0.008359055462768907,0.008536580324432747,0.9755,0.9677585183176654,0.9814183697178633,0.9685,0.982,0.9814183697178633,False,True,0.2147548828125,31.78745470900003
sbs,Staggered Block-Shift,causal_adaptive_lag,oracle,1749,4084000,555,2000,879636,4096000,0.19170803147722618,0.000428256611165524,0.0004086548630738406,0.00044879816458291694,0.2775,0.25831690413269326,0.29753618190746434,0.2569875,0.2965,0.29753618190746434,False,True,0.2147548828125,31.77547345799985
sbs,Staggered Block-Shift,causal_adaptive_lag,mixllr,6835,4084000,1122,2000,879636,4096000,0.191379465137757,0.0016736043095004897,0.0016344271623167505,0.0017137189192345215,0.561,0.5391542276042665,0.5826118926274209,0.5405,0.5825,0.5826118926274209,False,True,0.2147548828125,29.356134333000227
sbs,Staggered Block-Shift,candidate_aware,none,1321252,4084000,2000,2000,2048486,4096000,0.40268000076615035,0.32351909892262487,0.3230655502947159,0.32397297955027743,1.0,0.9980829527187471,1.0,1.0,1.0,1.0,False,True,0.50011865234375,31.503894791999755
sbs,Staggered Block-Shift,candidate_aware,brw,663320,4084000,2000,2000,2048486,4096000,0.40295459352144203,0.16241919686581782,0.16206179933520556,0.1627772294608444,1.0,0.9980829527187471,1.0,1.0,1.0,1.0,False,True,0.50011865234375,31.467572707999807
sbs,Staggered Block-Shift,candidate_aware,hard_tuned,1105645,4084000,2000,2000,2048486,4096000,0.40281027347340603,0.2707260039177277,0.27029528094709293,0.2711571582036349,1.0,0.9980829527187471,1.0,1.0,1.0,1.0,False,True,0.50011865234375,31.645977624999887
sbs,Staggered Block-Shift,candidate_aware,oracle,670630,4084000,2000,2000,2048486,4096000,0.4027906610270979,0.16420910871694416,0.1638501283633505,0.16456872076773071,1.0,0.9980829527187471,1.0,1.0,1.0,1.0,False,True,0.50011865234375,31.416707291999955
sbs,Staggered Block-Shift,candidate_aware,mixllr,433812,4084000,2000,2000,2048486,4096000,0.40279193734018426,0.10622233104799217,0.105923868809364,0.1065215340698118,1.0,0.9980829527187471,1.0,1.0,1.0,1.0,False,True,0.50011865234375,29.23148850000007
mcsh_l1,MCSH $L_h=1$,fixed_d1,none,946,4084000,176,2000,16141,4096000,0.03536896564506785,0.0002316356513222331,0.00021733923802935167,0.00024687223982848815,0.088,0.07636089079305262,0.10121875616669972,0.0755,0.1,0.10121875616669972,False,True,0.003940673828125,30.07374433399991
mcsh_l1,MCSH $L_h=1$,fixed_d1,brw,42,4084000,13,2000,16141,4096000,0.03532996849201529,1.0284035259549461e-05,7.608801694174165e-06,1.3899860449815553e-05,0.0065,0.003802596494074206,0.011089529172522337,0.0035,0.01,0.011089529172522337,False,False,0.003940673828125,30.094742415999917
mcsh_l1,MCSH $L_h=1$,fixed_d1,hard_tuned,73,4084000,15,2000,16141,4096000,0.0353738251829475,1.7874632713026444e-05,1.421770118940677e-05,2.247214158193842e-05,0.0075,0.0045503774358092875,0.01233791413622475,0.004,0.0115,0.01233791413622475,False,False,0.003940673828125,30.281106292000004
mcsh_l1,MCSH $L_h=1$,fixed_d1,oracle,0,4084000,0,2000,16141,4096000,0.03532202661174857,0.0,0.0,9.406109714435848e-07,0.0,0.0,0.0019170472812528286,0.0,0.0,0.0015,True,False,0.003940673828125,30.294985917000304
mcsh_l1,MCSH $L_h=1$,fixed_d1,mixllr,0,4084000,0,2000,16141,4096000,0.03533595862986631,0.0,0.0,9.406109714435848e-07,0.0,0.0,0.0019170472812528286,0.0,0.0,0.0015,True,False,0.003940673828125,27.93680166599961
mcsh_l1,MCSH $L_h=1$,fixed_d3,none,38283,4084000,1939,2000,502125,4096000,0.12323137380173385,0.009373898139079333,0.009280899727138943,0.009467819527608298,0.9695,0.961017288093073,0.9761826045098307,0.9619875,0.977,0.9761826045098307,False,True,0.122589111328125,30.41562391599973
mcsh_l1,MCSH $L_h=1$,fixed_d3,brw,1058,4084000,314,2000,502125,4096000,0.12313261214365674,0.00025905974534769834,0.00024391467761735393,0.00027514493670060885,0.157,0.14171529226202834,0.1735998021729111,0.142,0.1735,0.1735998021729111,False,True,0.122589111328125,30.23604745800003
mcsh_l1,MCSH $L_h=1$,fixed_d3,hard_tuned,1768,4084000,445,2000,502125,4096000,0.12320408899431583,0.0004329089128305583,0.00041319853863602845,0.0004535590835987856,0.2225,0.20481330334990394,0.24125065789119138,0.2035,0.24101249999999994,0.24125065789119138,False,True,0.122589111328125,30.48576066700025
mcsh_l1,MCSH $L_h=1$,fixed_d3,oracle,11,4084000,7,2000,502125,4096000,0.12315235267534279,2.693437806072478e-06,1.5040253627087042e-06,4.823456153925534e-06,0.0035,0.0016964316970424502,0.007207196253241609,0.001,0.006,0.007207196253241609,False,False,0.122589111328125,30.418490499999734
mcsh_l1,MCSH $L_h=1$,fixed_d3,mixllr,254,4084000,77,2000,502125,4096000,0.12327322239030979,6.219392752203722e-05,5.500142144809938e-05,7.03269275668375e-05,0.0385,0.03091432761660494,0.04785510702399143,0.0305,0.0475,0.04785510702399143,False,False,0.122589111328125,28.09404270799996
mcsh_l1,MCSH $L_h=1$,delay_uniform,none,34107,4084000,1888,2000,439666,4096000,0.11194398147140655,0.008351371204701273,0.008263572667080527,0.0084400946425107,0.944,0.9330459959530122,0.9532516660612351,0.933,0.954,0.9532516660612351,False,True,0.10734033203125,30.34441591599989
mcsh_l1,MCSH $L_h=1$,delay_uniform,brw,1060,4084000,297,2000,439666,4096000,0.11179415055065217,0.0002595494613124388,0.0002443896581886299,0.00027564938713754933,0.1485,0.1335898638544929,0.16475782038422782,0.1325,0.1635,0.16475782038422782,False,True,0.10734033203125,30.46355895900024
mcsh_l1,MCSH $L_h=1$,delay_uniform,hard_tuned,1659,4084000,434,2000,439666,4096000,0.11201033818810091,0.00040621939275220373,0.000387140402325414,0.00042623822996160174,0.217,0.19948645190321207,0.23559859685797702,0.1995,0.2345,0.23559859685797702,False,True,0.10734033203125,30.543518707999738
mcsh_l1,MCSH $L_h=1$,delay_uniform,oracle,18,4084000,12,2000,439666,4096000,0.1119676236214116,4.4074436826640546e-06,2.7880428997907274e-06,6.967447145601198e-06,0.006,0.0034355943769362857,0.01045844833694151,0.003,0.0095,0.01045844833694151,False,False,0.10734033203125,30.502523915999973
mcsh_l1,MCSH $L_h=1$,delay_uniform,mixllr,219,4084000,74,2000,439666,4096000,0.11198136320153258,5.3623898139079335e-05,4.697673357015328e-05,6.121157280099513e-05,0.037,0.02957530482962932,0.0461998809528108,0.028987500000000003,0.0455,0.0461998809528108,False,False,0.10734033203125,28.057314750000387
mcsh_l1,MCSH $L_h=1$,oracle_best_lag,none,87234,4084000,1997,2000,686417,4096000,0.15648577529871424,0.02135994123408423,0.021220168601431555,0.02150061429491821,0.9985,0.9955989674442296,0.9994897364163615,0.9965,1.0,0.9994897364163615,False,True,0.167582275390625,31.98528133300033
mcsh_l1,MCSH $L_h=1$,oracle_best_lag,brw,3395,4084000,773,2000,686417,4096000,0.15656880424040298,0.0008312928501469147,0.0008038071663133146,0.0008597175811056077,0.3865,0.3653959226153597,0.40803924711748474,0.365,0.4095,0.40803924711748474,False,True,0.167582275390625,31.80536695899991
mcsh_l1,MCSH $L_h=1$,oracle_best_lag,hard_tuned,5723,4084000,1071,2000,686417,4096000,0.15649400487919063,0.0014013222331047991,0.0013655080021305224,0.0014380744388523855,0.5355,0.5135950381499118,0.5572688514931191,0.5135,0.5575,0.5572688514931191,False,True,0.167582275390625,32.155435749999924
mcsh_l1,MCSH $L_h=1$,oracle_best_lag,oracle,79,4084000,47,2000,686417,4096000,0.15653317038742476,1.9343780607247798e-05,1.552270559161212e-05,2.4105430204382528e-05,0.0235,0.01771822436169107,0.031108721697342877,0.017487500000000003,0.0305,0.031108721697342877,False,False,0.167582275390625,32.026716207999925
mcsh_l1,MCSH $L_h=1$,oracle_best_lag,mixllr,938,4084000,264,2000,686417,4096000,0.156459421344034,0.0002296767874632713,0.00021544286821780027,0.00024485088560717355,0.132,0.1178681791039016,0.14754276769510047,0.1174875,0.147,0.14754276769510047,False,True,0.167582275390625,29.645061500000338
mcsh_l1,MCSH $L_h=1$,causal_adaptive_lag,none,49713,4084000,1970,2000,537792,4096000,0.12967575518201013,0.012172624877571009,0.012066732700908873,0.012279434765795565,0.985,0.9786675621742915,0.9894729019628932,0.9795,0.9905,0.9894729019628932,False,True,0.131296875,30.71722420800006
mcsh_l1,MCSH $L_h=1$,causal_adaptive_lag,brw,1578,4084000,401,2000,537848,4096000,0.12981200277994975,0.0003863858961802155,0.0003677896579317923,0.00040592201852245583,0.2005,0.18353471853619321,0.21861359278527723,0.1835,0.218,0.21861359278527723,False,True,0.131310546875,30.703793499999847
mcsh_l1,MCSH $L_h=1$,causal_adaptive_lag,hard_tuned,2517,4084000,592,2000,537848,4096000,0.1296714817225403,0.000616307541625857,0.0005927030280453708,0.0006408515067665158,0.296,0.2764002066693199,0.31638194862143115,0.2755,0.316,0.31638194862143115,False,True,0.131310546875,30.834573499999806
mcsh_l1,MCSH $L_h=1$,causal_adaptive_lag,oracle,28,4084000,19,2000,537848,4096000,0.1296383679000218,6.8560235063663075e-06,4.74369057155182e-06,9.908954514922518e-06,0.0095,0.0060902402286099255,0.014790383154299099,0.0055,0.014,0.014790383154299099,False,False,0.131310546875,30.90196383300008
mcsh_l1,MCSH $L_h=1$,causal_adaptive_lag,mixllr,406,4084000,133,2000,537848,4096000,0.12965788912775994,9.941234084231146e-05,9.020163644189127e-05,0.00010956346919749827,0.0665,0.056390445435822306,0.0782716345570239,0.0555,0.0775,0.0782716345570239,False,True,0.131310546875,28.54080312499991
mcsh_l1,MCSH $L_h=1$,candidate_aware,none,57961,4084000,1989,2000,582554,4096000,0.1376838188704811,0.014192213516160627,0.01407795297711166,0.01430738796747755,0.9945,0.9901779372483849,0.9969261029904563,0.991,0.9975,0.9969261029904563,False,True,0.14222509765625,30.524292666999827
mcsh_l1,MCSH $L_h=1$,candidate_aware,brw,1872,4084000,476,2000,582554,4096000,0.13794766959880897,0.00045837414299706173,0.0004380792659237623,0.0004796087687383088,0.238,0.21984964463461854,0.25715488814075793,0.219,0.2565,0.25715488814075793,False,True,0.14222509765625,30.613838792000024
mcsh_l1,MCSH $L_h=1$,candidate_aware,hard_tuned,3382,4084000,733,2000,582554,4096000,0.13788583551580302,0.0008281096963761019,0.0008006775297503491,0.0008564809161151663,0.3665,0.34565708171038684,0.38785476991370765,0.3475,0.3875,0.38785476991370765,False,True,0.14222509765625,30.728669540999817
